Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
9046,NWE,2015,2015-09-27,1:06,1:06,,JAX,3,3,Sun,W 51-17,,15,2,12,1
9047,NWE,2015,2015-12-06,4:25,4:25,,PHI,13,12,Sun,L 28-35,,15,6,8,1
9048,NWE,2015,2015-12-20,1:02,1:02,,TEN,15,14,Sun,W 33-16,,15,3,11,1
9049,NWE,2016,2016-12-18,4:25,2:25,@,DEN,15,14,Sun,W 16-3,,15,4,10,1
9050,NWE,2017,2017-11-26,1:00,1:00,,MIA,12,11,Sun,W 35-17,,15,5,9,1
9051,NWE,2019,2019-09-08,8:20,8:20,,PIT,1,1,Sun,W 33-3,,15,1,11,3
9052,NWE,2019,2019-10-27,4:25,4:25,,CLE,8,8,Sun,W 27-13,,15,5,9,1
9053,NWE,2020,2020-10-18,1:00,1:00,,DEN,6,5,Sun,L 12-18,,15,7,7,1
9054,NWE,2021,2021-12-18,8:20,8:20,@,IND,15,14,Sat,L 17-27,,15,12,3,0
9055,NYG,2000,2000-12-03,1:01,1:01,@,WAS,14,13,Sun,W 9-7,,15,0,0,0
9056,NYG,2000,2000-12-17,8:20,7:20,@,DAL,16,15,Sun,W 17-13,,15,0,0,0
9057,NYG,2001,2001-11-25,4:15,4:15,,OAK,11,11,Sun,L 10-28,,15,0,0,0
9058,NYG,2002,2002-10-13,1:03,1:03,,ATL,6,6,Sun,L 10-17,,15,0,0,0
9059,NYG,2003,2003-10-05,1:03,1:03,,MIA,5,4,Sun,L 10-23,,15,0,0,0
9060,NYG,2003,2003-12-28,4:05,4:05,,CAR,17,16,Sun,L 24-37,,15,0,0,0
9061,NYG,2004,2004-10-03,1:02,12:02,@,GNB,4,4,Sun,W 14-7,,15,0,0,0
9062,NYG,2004,2004-10-31,1:00,12:00,@,MIN,8,7,Sun,W 34-13,,15,0,0,0
9063,NYG,2007,2007-11-25,1:03,1:03,,MIN,12,11,Sun,L 17-41,,15,0,0,0
9064,NYG,2008,2008-12-28,1:05,12:05,@,MIN,17,16,Sun,L 19-20,,15,0,0,0
9065,NYG,2009,2009-09-13,4:15,4:15,,WAS,1,1,Sun,W 23-17,,15,0,0,0
9066,NYG,2009,2009-10-04,1:00,12:00,@,KAN,4,4,Sun,W 27-16,,15,0,0,0
9067,NYG,2009,2009-10-25,8:30,8:30,,ARI,7,7,Sun,L 17-24,,15,0,0,0
9068,NYG,2009,2009-12-21,8:40,8:40,@,WAS,15,14,Mon,W 45-12,,15,0,0,0
9069,NYG,2010,2010-11-14,4:15,4:15,,DAL,10,9,Sun,L 20-33,,15,0,0,0
9070,NYG,2012,2012-10-07,1:02,1:02,,CLE,5,5,Sun,W 41-27,,15,3,11,1
9071,NYG,2012,2012-11-11,1:03,1:03,@,CIN,10,10,Sun,L 13-31,,15,5,10,0
9072,NYG,2013,2013-10-27,1:02,1:02,@,PHI,8,8,Sun,W 15-7,,15,3,10,2
9073,NYG,2016,2016-12-22,8:25,8:25,@,PHI,16,15,Thu,L 19-24,,15,6,7,2
9074,NYG,2020,2020-10-04,4:05,1:05,@,LAR,4,4,Sun,L 9-17,,15,7,8,0
9075,NYJ,2001,2001-09-23,4:15,4:15,@,NWE,2,2,Sun,W 10-3,,15,0,0,0
9076,NYJ,2001,2001-11-18,1:02,1:02,@,MIA,10,10,Sun,W 24-0,,15,0,0,0
9077,NYJ,2002,2002-11-03,4:05,1:05,@,SDG,9,8,Sun,W 44-13,,15,0,0,0
9078,NYJ,2002,2002-11-10,8:35,8:35,,MIA,10,9,Sun,W 13-10,,15,0,0,0
9079,NYJ,2003,2003-10-12,4:15,4:15,,BUF,6,5,Sun,W 30-3,,15,0,0,0
9080,NYJ,2004,2004-12-12,4:05,4:05,@,PIT,14,13,Sun,L 6-17,,15,0,0,0
9081,NYJ,2005,2005-09-18,4:16,4:16,,MIA,2,2,Sun,W 17-7,,15,0,0,0
9082,NYJ,2005,2005-11-13,4:05,4:05,@,CAR,10,9,Sun,L 3-30,,15,0,0,0
9083,NYJ,2006,2006-12-17,1:05,12:05,@,MIN,15,14,Sun,W 26-13,,15,0,0,0
9084,NYJ,2012,2012-11-18,1:00,12:00,@,STL,11,10,Sun,W 27-13,,15,5,10,0
9085,NYJ,2012,2012-12-23,1:03,1:03,,SDG,16,15,Sun,L 17-27,,15,3,8,4
9086,NYJ,2013,2013-11-24,1:02,1:02,@,BAL,12,11,Sun,L 3-19,,15,5,9,1
9087,NYJ,2015,2015-09-13,1:04,1:04,,CLE,1,1,Sun,W 31-10,,15,5,10,0
9088,NYJ,2015,2015-12-13,1:02,1:02,,TEN,14,13,Sun,W 30-8,,15,0,14,1
9089,NYJ,2015,2015-12-19,8:26,7:26,@,DAL,15,14,Sat,W 19-16,,15,5,9,1
9090,NYJ,2018,2018-10-21,1:00,1:00,,MIN,7,7,Sun,L 17-37,,15,3,10,2
9091,NYJ,2018,2018-12-15,4:30,4:30,,HOU,15,14,Sat,L 22-29,,15,1,12,2
9092,NYJ,2019,2019-11-10,1:00,1:00,,NYG,10,9,Sun,W 34-27,,15,1,11,3
9093,TEN,2003,2003-10-26,1:01,1:01,@,JAX,8,8,Sun,W 30-17,,15,0,0,0
9094,TEN,2004,2004-09-26,1:02,12:02,,JAX,3,3,Sun,L 12-15,,15,0,0,0
9095,TEN,2005,2005-11-27,1:03,12:03,,SFO,12,11,Sun,W 33-22,,15,0,0,0
9096,TEN,2006,2006-12-10,1:02,12:02,@,HOU,14,13,Sun,W 26-20,OT,15,0,0,0
9097,TEN,2007,2007-11-04,1:02,12:02,,CAR,9,8,Sun,W 20-7,,15,0,0,0
9098,TEN,2007,2007-11-19,8:40,6:40,@,DEN,11,10,Mon,L 20-34,,15,0,0,0
9099,TEN,2008,2008-11-09,1:02,12:02,@,CHI,10,9,Sun,W 21-14,,15,0,0,0
9100,TEN,2009,2009-11-29,4:15,3:15,,ARI,12,11,Sun,W 20-17,,15,0,0,0
9101,TEN,2009,2009-12-13,4:05,3:05,,STL,14,13,Sun,W 47-7,,15,0,0,0
9102,TEN,2011,2011-09-18,1:02,12:02,,BAL,2,2,Sun,W 26-13,,15,2,11,2
9103,TEN,2011,2011-11-27,1:02,12:02,,TAM,12,11,Sun,W 23-17,,15,6,9,0
9104,TEN,2013,2013-12-22,1:02,1:02,@,JAX,16,15,Sun,W 20-16,,15,4,11,0
9105,TEN,2014,2014-09-07,1:02,12:02,@,KAN,1,1,Sun,W 26-10,,15,1,11,3
9106,TEN,2016,2016-09-11,1:05,12:05,,MIN,1,1,Sun,L 16-25,,15,3,12,0
9107,TEN,2017,2017-11-12,1:00,12:00,,CIN,10,9,Sun,W 24-20,,15,4,10,1
9108,TEN,2017,2017-11-26,1:00,1:00,@,IND,12,11,Sun,W 20-16,,15,4,10,1
9109,TEN,2018,2018-12-02,4:05,3:05,,NYJ,13,12,Sun,W 26-22,,15,6,8,1
9110,TEN,2018,2018-12-16,1:00,1:00,@,NYG,15,14,Sun,W 17-0,,15,2,12,1
9111,TEN,2021,2021-11-21,1:00,12:00,,HOU,11,11,Sun,L 13-22,,15,8,5,2
9112,PHI,2000,2000-12-24,1:03,1:03,,CIN,17,16,Sun,W 16-7,,15,0,0,0
9113,PHI,2002,2002-10-20,4:15,4:15,,TAM,7,6,Sun,W 20-10,,15,0,0,0
9114,PHI,2002,2002-11-17,1:03,1:03,,ARI,11,10,Sun,W 38-14,,15,0,0,0
9115,PHI,2003,2003-09-28,1:02,1:02,@,BUF,4,3,Sun,W 23-13,,15,0,0,0
9116,PHI,2003,2003-10-12,1:03,12:03,@,DAL,6,5,Sun,L 21-23,,15,0,0,0
9117,PHI,2004,2004-09-26,1:03,1:03,@,DET,3,3,Sun,W 30-13,,15,0,0,0
9118,PHI,2004,2004-11-21,4:16,4:16,,WAS,11,10,Sun,W 28-6,,15,0,0,0
9119,PHI,2005,2005-10-23,1:02,1:02,,SDG,7,6,Sun,W 20-17,,15,0,0,0
9120,PHI,2007,2007-10-14,1:02,1:02,@,NYJ,6,5,Sun,W 16-9,,15,0,0,0
9121,PHI,2007,2007-12-09,1:02,1:02,,NYG,14,13,Sun,L 13-16,,15,0,0,0
9122,PHI,2008,2008-12-28,4:15,4:15,,DAL,17,16,Sun,W 44-6,,15,0,0,0
9123,PHI,2009,2009-11-29,1:03,1:03,,WAS,12,11,Sun,W 27-24,,15,0,0,0
9124,PHI,2010,2010-10-24,1:02,12:02,@,TEN,7,7,Sun,L 19-37,,15,0,0,0
9125,PHI,2010,2010-11-15,8:40,8:40,@,WAS,10,9,Mon,W 59-28,,15,0,0,0
9126,PHI,2011,2011-12-01,8:29,5:29,@,SEA,13,12,Thu,L 14-31,,15,6,8,1
9127,PHI,2012,2012-11-18,1:03,1:03,@,WAS,11,10,Sun,L 6-31,,15,7,7,1
9128,PHI,2014,2014-11-02,1:03,12:03,@,HOU,9,8,Sun,W 31-21,,15,5,8,2
9129,PHI,2015,2015-11-15,1:05,1:05,,MIA,10,9,Sun,L 19-20,,15,4,11,0
9130,PHI,2016,2016-09-25,4:25,4:25,,PIT,3,3,Sun,W 34-3,,15,2,11,2
9131,PHI,2016,2017-01-01,1:00,1:00,,DAL,17,16,Sun,W 27-13,,15,4,9,2
9132,PHI,2019,2019-09-08,1:00,1:00,,WAS,1,1,Sun,W 32-27,,15,0,15,0
9133,PHI,2021,2021-10-31,1:00,1:00,@,DET,8,8,Sun,W 44-6,,15,3,11,1
9134,PHI,2021,2021-12-26,1:00,1:00,,NYG,16,15,Sun,W 34-10,,15,4,8,3
9135,PIT,2000,2000-09-24,1:01,1:01,,TEN,4,3,Sun,L 20-23,,15,0,0,0
9136,PIT,2001,2001-10-07,1:02,1:02,,CIN,4,3,Sun,W 16-7,,15,0,0,0
9137,PIT,2001,2001-10-29,9:05,9:05,,TEN,7,6,Mon,W 34-7,,15,0,0,0
9138,PIT,2001,2001-11-11,1:03,1:03,@,CLE,9,8,Sun,W 15-12,OT,15,0,0,0
9139,PIT,2001,2001-12-16,8:35,8:35,@,BAL,14,13,Sun,W 26-21,,15,0,0,0
9140,PIT,2003,2003-10-12,4:15,2:15,@,DEN,6,6,Sun,L 14-17,,15,0,0,0
9141,PIT,2003,2003-12-14,1:03,1:03,@,NYJ,15,14,Sun,L 0-6,,15,0,0,0
9142,PIT,2004,2004-09-19,1:02,1:02,@,BAL,2,2,Sun,L 13-30,,15,0,0,0
9143,PIT,2004,2004-12-12,4:05,4:05,,NYJ,14,13,Sun,W 17-6,,15,0,0,0
9144,PIT,2005,2005-12-11,1:02,1:02,,CHI,14,13,Sun,W 21-9,,15,0,0,0
9145,PIT,2006,2006-09-07,8:37,8:37,,MIA,1,1,Thu,W 28-17,,15,0,0,0
9146,PIT,2006,2006-09-24,1:02,1:02,,CIN,3,3,Sun,L 20-28,,15,0,0,0
9147,PIT,2006,2006-11-19,1:03,1:03,@,CLE,11,10,Sun,W 24-20,,15,0,0,0
9148,PIT,2006,2006-12-31,1:03,1:03,@,CIN,17,16,Sun,W 23-17,OT,15,0,0,0
9149,PIT,2007,2007-10-28,1:02,1:02,@,CIN,8,7,Sun,W 24-13,,15,0,0,0
9150,PIT,2007,2007-12-02,8:24,8:24,,CIN,13,12,Sun,W 24-10,,15,0,0,0
9151,PIT,2008,2008-12-07,4:16,4:16,,DAL,14,13,Sun,W 20-13,,15,0,0,0
9152,PIT,2010,2010-10-24,1:02,1:02,@,MIA,7,6,Sun,W 23-22,,15,0,0,0
9153,PIT,2011,2011-11-27,8:31,7:31,@,KAN,12,11,Sun,W 13-9,,15,6,9,0
9154,PIT,2011,2011-12-24,1:02,1:02,,STL,16,15,Sat,W 27-0,,15,9,4,2
9155,PIT,2013,2013-09-22,8:30,8:30,,CHI,3,3,Sun,L 23-40,,15,6,7,2
9156,PIT,2013,2013-12-29,1:02,1:02,,CLE,17,16,Sun,W 20-7,,15,4,10,1
9157,PIT,2014,2014-11-09,1:02,1:02,@,NYJ,10,10,Sun,L 13-20,,15,8,7,0
9158,PIT,2017,2017-10-08,1:00,1:00,,JAX,5,5,Sun,L 9-30,,15,10,5,0
9159,PIT,2017,2017-11-26,8:30,8:30,,GNB,12,11,Sun,W 31-28,,15,6,8,1
9160,PIT,2018,2018-11-18,1:00,1:00,@,JAX,11,10,Sun,W 20-16,,15,9,5,1
9161,PIT,2020,2020-10-25,1:00,12:00,@,TEN,7,6,Sun,W 27-24,,15,5,8,2
9162,PIT,2021,2022-01-03,8:15,8:15,,CLE,17,16,Mon,W 26-14,,15,5,8,2
9163,OAK,2000,2000-11-26,4:05,1:05,,ATL,13,12,Sun,W 41-14,,15,0,0,0
9164,OAK,2001,2001-12-30,4:15,2:15,@,DEN,16,15,Sun,L 17-23,,15,0,0,0
9165,OAK,2002,2002-11-24,4:05,2:05,@,ARI,12,11,Sun,W 41-20,,15,0,0,0
9166,OAK,2005,2005-10-23,4:15,1:15,,BUF,7,6,Sun,W 38-17,,15,0,0,0
9167,OAK,2006,2006-10-15,8:21,6:21,@,DEN,6,5,Sun,L 3-13,,15,0,0,0
9168,OAK,2006,2006-10-29,4:15,1:15,,PIT,8,7,Sun,W 20-13,,15,0,0,0
9169,OAK,2006,2006-11-26,4:05,1:05,@,SDG,12,11,Sun,L 14-21,,15,0,0,0
9170,OAK,2007,2007-12-30,4:15,1:15,,SDG,17,16,Sun,L 17-30,,15,0,0,0
9171,OAK,2008,2008-09-14,1:00,12:00,@,KAN,2,2,Sun,W 23-8,,15,0,0,0
9172,OAK,2008,2008-12-28,1:02,1:02,@,TAM,17,16,Sun,W 31-24,,15,0,0,0
9173,OAK,2012,2012-09-10,10:25,7:25,,SDG,1,1,Mon,L 14-22,,15,1,11,3
9174,OAK,2013,2013-09-15,4:25,1:25,,JAX,2,2,Sun,W 19-9,,15,3,12,0
9175,OAK,2013,2013-09-29,4:25,1:25,,WAS,4,4,Sun,L 14-24,,15,5,10,0
9176,OAK,2014,2014-10-26,4:25,4:25,@,CLE,8,7,Sun,L 13-23,,15,1,12,2
9177,OAK,2014,2014-12-21,4:25,1:25,,BUF,16,15,Sun,W 26-24,,15,1,12,2
9178,OAK,2015,2015-10-11,4:25,1:25,,DEN,5,5,Sun,L 10-16,,15,2,11,2
9179,OAK,2015,2015-12-06,4:05,1:05,,KAN,13,12,Sun,L 20-34,,15,6,7,2
9180,OAK,2017,2017-12-03,4:25,1:25,,NYG,13,12,Sun,W 24-17,,15,5,8,2
9181,OAK,2019,2019-10-06,1:00,6:00,,CHI,5,5,Sun,W 24-21,,15,1,12,2
9182,STL,2000,2000-10-29,4:05,1:05,@,SFO,9,8,Sun,W 34-24,,15,0,0,0
9183,STL,2001,2001-09-30,12:03,12:03,,MIA,3,3,Sun,W 42-10,,15,0,0,0
9184,STL,2001,2001-10-28,1:02,12:02,,NOR,7,7,Sun,L 31-34,,15,0,0,0
9185,STL,2002,2002-11-10,1:02,12:02,,SDG,10,9,Sun,W 28-24,,15,0,0,0
9186,STL,2003,2003-09-07,1:05,1:05,@,NYG,1,1,Sun,L 13-23,,15,0,0,0
9187,STL,2003,2003-11-23,4:06,2:06,@,ARI,12,11,Sun,W 30-27,OT,15,0,0,0
9188,STL,2005,2005-12-24,1:02,12:02,,SFO,16,15,Sat,L 20-24,,15,0,0,0
9189,STL,2005,2006-01-01,8:36,7:36,@,DAL,17,16,Sun,W 20-10,,15,0,0,0
9190,STL,2008,2008-12-21,1:00,12:00,,SFO,16,15,Sun,L 16-17,,15,0,0,0
9191,STL,2009,2009-11-29,1:00,12:00,,SEA,12,11,Sun,L 17-27,,15,0,0,0
9192,STL,2010,2010-09-26,4:05,3:05,,WAS,3,3,Sun,W 30-16,,15,0,0,0
9193,STL,2010,2010-10-03,1:00,12:00,,SEA,4,4,Sun,W 20-3,,15,0,0,0
9194,LAR,2016,2016-10-09,4:25,1:25,,BUF,5,5,Sun,L 19-30,,15,8,6,1
9195,LAR,2017,2017-10-08,4:05,1:05,,SEA,5,5,Sun,L 10-16,,15,3,11,1
9196,LAR,2018,2018-12-23,4:05,2:05,@,ARI,16,15,Sun,W 31-9,,15,6,6,3
9197,LAR,2019,2019-09-15,4:25,1:25,,NOR,2,2,Sun,W 27-9,,15,2,11,2
9198,LAR,2019,2019-11-10,4:25,4:25,@,PIT,10,9,Sun,L 12-17,,15,2,10,3
9199,LAR,2020,2020-12-27,4:25,1:25,@,SEA,16,15,Sun,L 9-20,,15,5,10,0
9200,LAR,2020,2021-01-03,4:25,1:25,,ARI,17,16,Sun,W 18-7,,15,4,10,1
9201,BAL,2000,2000-09-17,8:36,8:36,@,MIA,3,3,Sun,L 6-19,,15,0,0,0
9202,BAL,2000,2000-10-15,1:01,1:01,@,WAS,7,7,Sun,L 3-10,,15,0,0,0
9203,BAL,2002,2002-09-08,1:04,1:04,@,CAR,1,1,Sun,L 7-10,,15,0,0,0
9204,BAL,2002,2002-12-15,1:02,12:02,@,HOU,15,14,Sun,W 23-19,,15,0,0,0
9205,BAL,2003,2003-09-28,4:05,4:05,,KAN,4,4,Sun,L 10-17,,15,0,0,0
9206,BAL,2003,2003-12-07,1:02,1:02,,CIN,14,13,Sun,W 31-13,,15,0,0,0
9207,BAL,2003,2003-12-14,4:05,1:05,@,OAK,15,14,Sun,L 12-20,,15,0,0,0
9208,BAL,2004,2004-10-24,1:02,1:02,,BUF,7,6,Sun,W 20-6,,15,0,0,0
9209,BAL,2013,2013-10-13,1:02,1:02,,GNB,6,6,Sun,L 17-19,,15,6,9,0
9210,BAL,2013,2013-12-08,1:03,1:03,,MIN,14,13,Sun,W 29-26,,15,3,11,1
9211,BAL,2015,2015-10-18,4:25,1:25,@,SFO,6,6,Sun,L 20-25,,15,2,11,2
9212,BAL,2015,2015-12-20,1:02,1:02,,KAN,15,14,Sun,L 14-34,,15,5,9,1
9213,BAL,2016,2016-11-06,1:00,1:00,,PIT,9,8,Sun,W 21-14,,15,3,10,2
9214,BAL,2017,2017-10-08,4:05,1:05,@,OAK,5,5,Sun,W 30-17,,15,7,8,0
9215,BAL,2017,2017-12-17,1:00,1:00,@,CLE,15,14,Sun,W 27-10,,15,5,8,2
9216,BAL,2018,2018-11-18,1:00,1:00,,CIN,11,10,Sun,W 24-21,,15,4,10,1
9217,BAL,2019,2019-09-15,1:00,1:00,,ARI,2,2,Sun,W 23-17,,15,2,12,1
9218,BAL,2019,2019-12-01,1:00,1:00,,SFO,13,12,Sun,W 20-17,,15,7,7,1
9219,BAL,2021,2021-10-03,4:25,2:25,@,DEN,4,4,Sun,W 23-7,,15,5,9,1
9220,SDG,2000,2000-09-24,4:15,1:15,,SEA,4,4,Sun,L 12-20,,15,0,0,0
9221,SDG,2000,2000-11-12,4:05,1:05,,MIA,11,10,Sun,L 7-17,,15,0,0,0
9222,SDG,2001,2001-12-15,5:15,2:15,,OAK,14,14,Sat,L 6-13,,15,0,0,0
9223,SDG,2002,2002-09-22,4:05,1:05,@,ARI,3,3,Sun,W 23-15,,15,0,0,0
9224,SDG,2004,2004-10-17,1:02,1:02,@,ATL,6,6,Sun,L 20-21,,15,0,0,0
9225,SDG,2004,2004-10-31,4:15,1:15,,OAK,8,8,Sun,W 42-14,,15,0,0,0
9226,SDG,2005,2005-11-27,1:02,1:02,@,WAS,12,11,Sun,W 23-17,OT,15,0,0,0
9227,SDG,2006,2006-10-15,4:15,1:15,@,SFO,6,5,Sun,W 48-19,,15,0,0,0
9228,SDG,2006,2006-11-26,4:05,1:05,,OAK,12,11,Sun,W 21-14,,15,0,0,0
9229,SDG,2008,2008-09-28,4:05,1:05,@,OAK,4,4,Sun,W 28-18,,15,0,0,0
9230,SDG,2010,2010-10-24,4:15,1:15,,NWE,7,7,Sun,L 20-23,,15,0,0,0
9231,SDG,2010,2010-10-31,4:05,1:05,,TEN,8,8,Sun,W 33-25,,15,0,0,0
9232,SDG,2012,2012-10-28,1:06,1:06,@,CLE,8,7,Sun,L 6-7,,15,6,7,2
9233,SDG,2014,2014-12-28,1:03,12:03,@,KAN,17,16,Sun,L 7-19,,15,6,8,1
9234,SDG,2016,2016-10-30,4:05,2:05,@,DEN,8,8,Sun,L 19-27,,15,5,10,0
9235,LAC,2017,2017-10-15,4:25,1:25,@,OAK,6,6,Sun,W 17-16,,15,6,7,2
9236,LAC,2018,2018-12-22,8:20,5:20,,BAL,16,15,Sat,L 10-22,,15,6,8,1
9237,LAC,2019,2019-10-06,4:05,1:05,,DEN,5,5,Sun,L 13-20,,15,8,6,1
9238,LAC,2019,2019-12-08,4:05,4:05,@,JAX,14,13,Sun,W 45-10,,15,6,6,3
9239,LAC,2020,2020-10-25,4:25,1:25,,JAX,7,6,Sun,W 39-29,,15,6,7,2
9240,LAC,2021,2021-09-12,1:00,1:00,@,WAS,1,1,Sun,W 20-16,,15,6,6,3
9241,SEA,2000,2000-09-24,4:15,1:15,@,SDG,4,4,Sun,W 20-12,,15,0,0,0
9242,SEA,2000,2000-12-16,4:06,1:06,,OAK,16,15,Sat,W 27-24,,15,0,0,0
9243,SEA,2001,2001-10-28,4:15,1:15,,MIA,7,6,Sun,L 20-24,,15,0,0,0
9244,SEA,2005,2005-09-25,4:06,1:06,,ARI,3,3,Sun,W 37-12,,15,0,0,0
9245,SEA,2006,2006-09-10,1:04,1:04,@,DET,1,1,Sun,W 9-6,,15,0,0,0
9246,SEA,2006,2006-12-14,8:13,5:13,,SFO,15,14,Thu,L 14-24,,15,0,0,0
9247,SEA,2006,2006-12-31,1:03,1:03,@,TAM,17,16,Sun,W 23-7,,15,0,0,0
9248,SEA,2007,2007-10-21,4:16,1:16,,STL,7,7,Sun,W 33-6,,15,0,0,0
9249,SEA,2007,2007-12-16,1:02,1:02,@,CAR,15,14,Sun,L 10-13,,15,0,0,0
9250,SEA,2009,2009-12-20,4:16,1:16,,TAM,15,14,Sun,L 7-24,,15,0,0,0
9251,SEA,2010,2010-10-17,1:02,12:02,@,CHI,6,5,Sun,W 23-20,,15,0,0,0
9252,SEA,2012,2012-09-30,1:00,12:00,@,STL,4,4,Sun,L 13-19,,15,2,13,0
9253,SEA,2014,2014-12-28,4:27,1:27,,STL,17,16,Sun,W 20-6,,15,2,13,0
9254,SEA,2015,2015-12-20,4:06,1:06,,CLE,15,14,Sun,W 30-13,,15,5,9,1
9255,SEA,2018,2018-10-14,1:00,6:00,@,OAK,6,6,Sun,W 27-3,,15,5,8,2
9256,SEA,2019,2019-09-22,4:25,1:25,,NOR,3,3,Sun,L 27-33,,15,4,9,2
9257,SFO,2002,2002-11-03,4:15,1:15,@,OAK,9,8,Sun,W 23-20,OT,15,0,0,0
9258,SFO,2003,2003-10-05,4:15,1:15,,DET,5,5,Sun,W 24-17,,15,0,0,0
9259,SFO,2003,2003-11-30,1:02,1:02,@,BAL,13,12,Sun,L 6-44,,15,0,0,0
9260,SFO,2004,2004-11-28,4:15,1:15,,MIA,12,11,Sun,L 17-24,,15,0,0,0
9261,SFO,2005,2005-11-27,1:03,12:03,@,TEN,12,11,Sun,L 22-33,,15,0,0,0
9262,SFO,2006,2006-11-19,4:05,1:05,,SEA,11,10,Sun,W 20-14,,15,0,0,0
9263,SFO,2007,2007-11-04,1:02,1:02,@,ATL,9,8,Sun,L 16-20,,15,0,0,0
9264,SFO,2007,2007-11-18,4:15,1:15,,STL,11,10,Sun,L 9-13,,15,0,0,0
9265,SFO,2007,2007-12-15,8:15,5:15,,CIN,15,14,Sat,W 20-13,,15,0,0,0
9266,SFO,2012,2012-09-16,8:30,5:30,,DET,2,2,Sun,W 27-19,,15,3,10,2
9267,SFO,2013,2013-10-20,4:06,3:06,@,TEN,7,7,Sun,W 31-17,,15,2,12,1
9268,SFO,2013,2013-11-10,4:05,1:05,,CAR,10,9,Sun,L 9-10,,15,4,11,0
9269,SFO,2017,2017-12-31,4:25,1:25,@,LAR,17,16,Sun,W 34-13,,15,6,7,2
9270,SFO,2020,2020-12-20,1:00,12:00,@,DAL,15,14,Sun,L 33-41,,15,3,12,0
9271,SFO,2021,2022-01-02,4:05,1:05,,HOU,17,16,Sun,W 23-7,,15,5,6,4
9272,TAM,2000,2000-11-19,1:04,12:04,@,CHI,12,11,Sun,L 10-13,,15,0,0,0
9273,TAM,2001,2001-10-07,4:15,4:15,,GNB,4,3,Sun,W 14-10,,15,0,0,0
9274,TAM,2001,2001-12-29,9:07,9:07,,BAL,16,15,Sat,W 22-10,,15,0,0,0
9275,TAM,2001,2002-01-06,8:30,8:30,,PHI,17,16,Sun,L 13-17,,15,0,0,0
9276,TAM,2002,2002-11-24,4:15,4:15,,GNB,12,11,Sun,W 21-7,,15,0,0,0
9277,TAM,2002,2002-12-15,1:04,1:04,@,DET,15,14,Sun,W 23-20,,15,0,0,0
9278,TAM,2003,2003-11-16,4:15,4:15,,GNB,11,10,Sun,L 13-20,,15,0,0,0
9279,TAM,2004,2004-11-28,1:04,1:04,@,CAR,12,11,Sun,L 14-21,,15,0,0,0
9280,TAM,2004,2004-12-19,4:05,4:05,,NOR,15,14,Sun,L 17-21,,15,0,0,0
9281,TAM,2005,2005-09-11,1:05,12:05,@,MIN,1,1,Sun,W 24-13,,15,0,0,0
9282,TAM,2005,2005-09-25,1:02,12:02,@,GNB,3,3,Sun,W 17-16,,15,0,0,0
9283,TAM,2005,2005-10-09,1:03,1:03,@,NYJ,5,5,Sun,L 12-14,,15,0,0,0
9284,TAM,2005,2005-11-06,1:02,1:02,,CAR,9,8,Sun,L 14-34,,15,0,0,0
9285,TAM,2005,2005-11-27,1:02,1:02,,CHI,12,11,Sun,L 10-13,,15,0,0,0
9286,TAM,2006,2006-10-08,1:03,12:03,@,NOR,5,4,Sun,L 21-24,,15,0,0,0
9287,TAM,2006,2006-11-19,1:03,1:03,,WAS,11,10,Sun,W 20-17,,15,0,0,0
9288,TAM,2006,2006-12-10,1:02,1:02,,ATL,14,13,Sun,L 6-17,,15,0,0,0
9289,TAM,2007,2007-11-18,1:05,1:05,@,ATL,11,10,Sun,W 31-7,,15,0,0,0
9290,TAM,2009,2009-12-06,1:03,1:03,@,CAR,13,12,Sun,L 6-16,,15,0,0,0
9291,TAM,2010,2010-09-12,1:02,1:02,,CLE,1,1,Sun,W 17-14,,15,0,0,0
9292,TAM,2012,2012-10-14,1:00,1:00,,KAN,6,5,Sun,W 38-10,,15,5,9,1
9293,TAM,2012,2012-12-30,1:02,1:02,@,ATL,17,16,Sun,W 22-17,,15,2,12,1
9294,TAM,2013,2013-10-20,1:02,1:02,@,ATL,7,6,Sun,L 23-31,,15,1,11,3
9295,TAM,2016,2016-11-13,1:00,1:00,,CHI,10,9,Sun,W 36-10,,15,6,8,1
9296,TAM,2017,2017-11-12,1:00,1:00,,NYJ,10,9,Sun,W 15-10,,15,2,11,2
9297,TAM,2018,2018-11-11,1:00,1:00,,WAS,10,9,Sun,L 3-16,,15,6,7,2
9298,TAM,2019,2019-12-21,1:00,1:00,,HOU,16,15,Sat,L 20-23,,15,5,7,3
9299,TAM,2020,2020-10-04,1:00,1:00,,LAC,4,4,Sun,W 38-31,,15,4,9,2
9300,TAM,2021,2021-11-22,8:15,8:15,,NYG,11,10,Mon,W 30-10,,15,4,8,3
9301,WAS,2000,2000-09-10,4:16,4:16,@,DET,2,2,Sun,L 10-15,,15,0,0,0
9302,WAS,2000,2000-09-18,9:01,9:01,,DAL,3,3,Mon,L 21-27,,15,0,0,0
9303,WAS,2000,2000-10-15,1:01,1:01,,BAL,7,7,Sun,W 10-3,,15,0,0,0
9304,WAS,2002,2002-12-15,1:02,1:02,@,PHI,15,14,Sun,L 21-34,,15,0,0,0
9305,WAS,2003,2003-12-07,1:02,1:02,@,NYG,14,13,Sun,W 20-7,,15,0,0,0
